trip_count
1
8
1
1
12
12
7
11
3
11
9
10
3
9
1
10
2
3
1
10
10
12
4
10
4
3
4
9
3
3
3
9
4
4
5
4
4
6
6
1
8
5
2
2
2
7
7
9
7
5
5
6
8
5
4
4
8
9
10
3
1
1
3
11
8
9
12
5
5
7
9
15
9
4
4
10
1
10
4
6
6
2
13
10
6
6
6
5
6
2
6
9
8
6
3
8
12
12
9
5
6
4
2
1
1
10
14
9
10
7
6
10
6
1
6
7
4
6
10
9
5
12
6
7
2
4
4
2
5
6
9
5
3
3
2
2
6
5
11
4
3
2
12
7
1
8
3
6
1
3
6
5
7
4
9
5
13
6
12
9
4
9
6
2
1
2
9
7
13
6
2
6
5
1
4
2
5
3
3
5
10
8
4
2
4
8
4
4
5
1
2
2
1
2
2
1
2
1
2
9
2
3
1
1
2
6
8
3
4
2
1
2
3
5
9
5
1
9
3
5
8
7
8
7
7
2
2
2
8
3
4
4
7
8
3
5
2
7
5
6
1
4
9
4
7
5
5
4
8
8
8
7
5
12
9
6
5
6
4
3
6
1
1
9
1
11
7
9
3
13
7
7
7
4
1
3
2
8
8
7
10
9
12
13
8
5
10
7
1
1
1
13
7
12
7
4
10
11
9
14
4
9
10
2
10
3
11
6
9
9
6
6
7
10
1
5
2
4
8
2
7
4
10
5
4
2
2
16
6
10
4
7
8
9
10
9
9
2
2
5
9
2
14
6
16
7
11
2
9
3
7
2
3
9
2
11
5
7
5
2
4
9
2
3
1
4
8
5
3
5
9
4
5
5
8
3
1
3
13
6
8
8
15
5
13
2
13
5
3
1
2
2
10
11
11
11
10
9
8
13
11
6
7
1
2
5
8
2
12
6
17
5
8
1
7
1
3
2
8
5
11
12
10
9
9
9
10
3
3
1
6
2
6
7
5
7
2
9
6
8
1
9
1
9
3
13
5
12
2
2
2
3
8
6
12
1
8
3
9
6
10
5
4
1
1
2
9
4
13
3
6
1
10
4
9
4
2
7
15
6
15
4
11
6
7
1
1
1
13
6
12
3
8
2
2
7
2
5
1
4
7
5
5
6
3
8
4
12
7
13
3
5
4
5
3
4
3
1
8
1
3
2
7
7
15
2
2
4
10
2
1
8
9
6
5
13
8
15
3
3
1
2
10
7
9
8
5
10
8
6
7
1
2
8
3
8
6
5
4
4
5
7
3
1
1
2
5
13
4
11
5
15
11
8
6
4
9
11
7
2
10
5
5
11
16
3
14
5
4
9
10
5
3
2
4
3
6
9
4
10
8
8
7
2
4
4
1
13
7
6
11
6
7
3
3
12
12
5
4
1
6
1
3
8
2
5
3
6
6
11
3
2
2
1
1
12
3
10
5
8
5
11
2
7
3
2
5
3
14
4
9
