trip_count
3
9
11
2
12
12
20
10
15
6
9
8
14
8
1
5
9
2
3
8
6
4
5
11
17
15
8
1
2
1
22
8
9
9
12
9
7
6
6
15
2
1
3
13
5
13
9
19
8
18
13
12
4
17
18
14
11
2
2
2
3
22
7
13
7
20
13
14
13
17
18
1
2
1
22
17
3
16
16
14
17
17
15
15
15
20
8
3
12
11
12
9
12
6
11
15
15
9
4
14
1
3
2
1
7
4
9
10
21
8
11
14
2
2
17
16
9
13
18
16
15
18
13
11
1
2
1
13
14
15
4
11
1
1
4
10
7
17
7
3
15
11
11
12
12
6
1
4
1
6
1
4
20
2
16
16
14
16
11
16
7
13
17
3
1
21
8
8
9
3
8
3
16
5
7
15
6
9
5
8
13
5
8
13
5
13
2
6
3
4
2
1
4
1
4
4
6
3
1
11
9
9
5
2
7
12
10
6
2
1
4
15
11
13
3
12
13
14
16
8
10
5
13
7
3
7
4
4
3
1
16
12
10
5
17
2
17
5
13
8
1
3
2
9
13
10
18
10
13
1
8
7
15
5
6
17
11
13
7
19
8
6
2
2
3
14
10
12
10
16
8
8
9
13
9
3
1
6
15
13
9
10
10
4
15
5
20
12
14
11
1
3
11
9
12
5
19
6
4
8
7
9
3
6
14
12
5
11
7
12
18
23
14
19
10
1
1
2
13
9
15
7
9
5
5
1
3
19
10
9
7
10
5
11
7
7
3
1
10
11
11
7
11
8
12
7
14
10
8
3
1
4
15
12
8
8
10
8
12
2
13
12
2
2
17
6
12
7
13
5
7
11
9
3
4
8
7
8
7
10
9
11
16
10
7
10
2
3
2
5
11
11
10
5
3
8
6
11
6
11
6
7
3
2
3
8
10
9
14
11
5
12
3
2
3
5
8
2
18
9
10
8
13
11
17
14
15
11
2
10
13
9
17
13
20
7
14
8
1
21
5
18
7
6
8
18
10
15
7
15
10
11
1
2
4
13
17
10
11
8
6
6
7
9
11
1
2
2
2
8
9
15
11
11
13
17
14
14
13
3
6
12
15
13
13
9
13
8
9
2
4
6
12
12
14
13
7
15
15
11
11
15
2
9
9
4
6
20
10
12
6
13
8
12
11
11
1
7
4
10
11
13
17
11
3
13
9
14
9
1
10
3
2
11
14
8
20
16
14
8
16
4
6
11
17
12
14
9
6
11
7
9
1
2
6
8
17
7
11
10
3
11
9
5
10
5
8
2
4
2
10
18
9
16
13
9
5
13
10
5
10
5
4
8
5
7
6
2
12
9
4
14
14
11
5
9
8
10
5
4
3
2
13
4
8
7
5
9
1
3
1
10
5
7
6
14
12
12
9
16
12
22
1
3
10
2
10
18
12
5
18
13
11
7
12
12
1
6
6
20
2
13
8
17
7
12
7
11
5
4
2
3
15
6
8
